questions,answer
 926+33,662 
 07+831,208 
  94+44,93  
 04+114,451 
  9+281,191 
 993+25,451 
  61+01,26  
 93+799,1036
 379+25,1025
 48+671,260 
  6+291,198 
 259+07,1022
  8+089,988 
  914+5,424 
  4+773,381 
 74+649,993 
 274+62,498 
  99+71,116 
  6+107,707 
 77+505,582 
  031+4,134 
  142+0,241 
 97+364,542 
  1+661,167 
 768+06,927 
 715+45,571 
  996+0,699 
546+285,1227
  02+65,76  
  5+905,514 
  1+425,525 
  379+8,981 
  86+13,99  
 923+35,382 
 98+592,384 
  35+42,77  
  01+47,84  
 26+421,186 
  72+61,43  
 015+28,592 
  9+794,506 
  629+3,929 
  6+225,528 
  4+787,791 
  64+76,113 
 68+207,788 
  1+533,336 
  6+243,348 
  0+598,895 
 99+441,243 
  516+7,622 
 74+112,258 
 658+44,900 
  13+11,42  
  033+5,335 
  72+19,118 
  714+7,424 
 06+805,568 
 16+044,501 
  628+6,832 
 904+15,460 
987+786,1476
  817+5,723 
335+461,697 
  543+7,352 
878+169,1839
  773+2,379 
 02+539,955 
 527+91,744 
 323+04,363 
 18+839,1019
 575+51,590 
  55+23,87  
  257+1,753 
  6+024,426 
  059+1,951 
 91+187,800 
  0+469,964 
  33+11,44  
 528+65,881 
 35+283,435 
 711+64,163 
  01+55,65  
 462+03,294 
  131+4,135 
  736+1,638 
035+207,1232
  03+12,51  
 28+757,839 
 66+136,697 
 03+262,292 
   8+17,79  
446+877,1422
 151+13,182 
 96+121,190 
 66+653,422 
 79+542,342 
724+089,1407
 846+78,735 
 25+357,805 
  214+9,421 
982+981,478 
844+974,927 
701+422,331 
027+877,1498
 246+35,695 
  087+3,783 
  9+287,791 
 184+65,537 
  7+439,941 
 57+237,807 
  49+25,146 
  6+851,164 
  47+76,141 
275+855,1130
  72+15,78  
 461+45,218 
 917+67,795 
  4+709,911 
  126+7,628 
  4+203,306 
  5+022,225 
  65+19,147 
 001+69,196 
  905+3,512 
  889+8,996 
 44+661,210 
 85+079,1028
  308+8,811 
  2+997,801 
  8+738,845 
  3+152,254 
387+984,1272
526+909,1534
 295+31,605 
647+641,892 
  41+65,70  
953+262,621 
 85+998,957 
  67+47,150 
  0+873,378 
 34+737,780 
  726+0,627 
  944+2,451 
  5+431,139 
692+961,465 
446+519,1559
  2+671,178 
 43+707,741 
961+735,706 
 296+76,759 
 26+105,563 
  7+294,499 
 739+17,1008
 988+86,957 
  995+2,601 
 07+368,933 
  249+3,945 
 132+27,303 
  0+018,810 
 678+93,915 
  86+09,158 
 696+48,780 
  7+498,901 
384+939,1422
 853+57,433 
 611+32,139 
  867+6,774 
   5+51,20  
  946+9,658 
 041+01,150 
 654+88,544 
 23+225,554 
 52+727,752 
 36+504,468 
 585+33,618 
544+132,676 
749+719,1864
  43+66,100 
  6+779,983 
 03+655,586 
 84+504,453 
 691+85,254 
 585+37,658 
  871+4,182 
033+179,1301
 32+532,258 
 787+21,799 
695+625,1122
  78+34,130 
 29+244,534 
  1+288,883 
  52+97,104 
 26+572,337 
  4+513,319 
  9+654,465 
  93+37,112 
  9+164,470 
 938+34,882 
438+824,1262
  03+51,45  
  187+1,782 
  29+54,137 
661+689,1152
 91+692,315 
  97+42,103 
194+916,1110
793+892,695 
  05+94,99  
  139+0,931 
  86+66,134 
  2+387,785 
 23+424,456 
253+989,1341
  8+732,245 
  95+31,72  
509+761,1072
377+836,1411
 67+559,1031
  146+8,649 
  406+3,607 
  47+48,158 
  91+62,45  
777+785,1364
 83+907,747 
 83+586,723 
 085+69,676 
  02+84,68  
  484+9,493 
  2+458,856 
  6+971,185 
 54+535,580 
  29+72,119 
  4+567,769 
  119+5,916 
  9+179,980 
 16+711,178 
  672+1,277 
735+198,1428
  459+8,962 
  04+88,128 
 417+77,791 
 83+004,438 
 869+89,1066
  135+3,534 
  429+1,925 
175+218,1383
297+097,1582
  9+992,308 
 612+72,243 
361+354,616 
  27+77,149 
 347+32,766 
137+037,1461
935+574,1014
   39+7,100 
 73+159,988 
 798+73,934 
 01+022,230 
704+796,1104
  2+931,141 
  1+468,865 
 246+83,680 
 32+415,537 
  6+567,771 
  467+5,769 
182+413,595 
  4+922,233 
 56+082,345 
  27+16,133 
412+741,361 
 38+945,632 
  378+3,876 
  41+36,77  
  736+3,640 
  6+479,980 
793+028,1217
  13+84,79  
  875+0,578 
  28+17,153 
 13+222,253 
 61+719,933 
  6+764,473 
  61+87,94  
864+124,889 
  268+8,870 
  394+1,494 
  82+13,59  
 951+25,211 
  78+02,107 
  894+8,506 
 33+061,193 
 825+01,538 
  2+677,778 
  491+0,194 
 27+687,858 
  4+859,962 
  118+4,815 
  93+66,105 
 85+892,356 
 162+96,330 
  97+85,137 
916+476,1293
 159+27,1023
 78+528,912 
 092+79,387 
  7+522,232 
  35+45,107 
 851+39,251 
 008+18,881 
  97+17,150 
 71+034,447 
 399+99,1092
524+157,1176
457+498,1648
607+125,1227
  41+51,29  
  7+216,619 
 844+68,534 
 87+797,875 
 643+27,418 
 84+765,615 
  5+132,236 
 145+31,554 
  0+314,413 
 408+11,815 
963+394,862 
 24+348,885 
  9+542,254 
  2+491,196 
  966+3,672 
  3+726,630 
  77+05,127 
  804+1,409 
 91+228,841 
 735+84,585 
  4+515,519 
 676+82,704 
  405+2,506 
  69+81,114 
995+606,1205
 399+41,1007
148+967,1610
  353+6,359 
  579+5,980 
 828+37,901 
 53+701,142 
  74+65,103 
  7+339,940 
 12+432,255 
 517+93,754 
 03+567,795 
  8+463,372 
792+309,1200
 57+954,534 
  331+4,137 
  465+6,570 
 647+34,789 
 16+872,339 
627+446,1370
 461+06,224 
  394+9,502 
 763+72,394 
  394+4,497 
 828+56,893 
  8+057,758 
  7+949,956 
 57+678,951 
 294+73,529 
  962+4,273 
 84+279,1020
  3+771,180 
301+034,533 
 687+32,809 
 43+801,142 
 15+926,680 
  967+5,774 
  0+957,759 
  615+8,524 
 89+715,615 
  026+6,626 
 46+439,998 
 61+995,615 
  6+155,557 
 12+219,933 
 19+716,708 
 608+95,865 
511+158,966 
  7+238,839 
 79+122,318 
 639+97,1015
  31+41,27  
 33+337,766 
  23+82,60  
 945+19,640 
828+594,1323
  5+041,145 
 46+563,429 
447+509,1649
  7+988,896 
 87+762,345 
  829+0,928 
212+563,577 
 576+84,723 
  9+222,231 
  2+439,936 
  5+338,838 
  49+12,115 
  811+5,123 
882+912,507 
  0+791,197 
  12+99,120 
  201+9,111 
 32+026,643 
 234+16,493 
 041+05,190 
723+789,1314
  699+1,997 
127+905,1230
  95+98,148 
  6+254,458 
 33+853,391 
 182+71,298 
  167+1,762 
  36+11,74  
874+748,1325
442+354,697 
 45+234,486 
 568+06,925 
  529+4,929 
 983+77,466 
 06+172,331 
 764+13,498 
  2+586,687 
  64+52,71  
  509+5,910 
 64+863,414 
 96+889,1057
  3+882,291 
211+553,467 
  31+34,56  
  7+737,744 
  5+185,586 
 85+118,869 
 396+51,708 
 618+51,831 
 55+215,567 
 384+41,497 
 791+67,273 
  632+4,240 
621+363,489 
 106+49,695 
816+642,864 
367+961,932 
 461+32,187 
 08+837,818 
  889+3,991 
 17+381,254 
 17+741,218 
 39+376,766 
  218+1,813 
 01+961,179 
  91+79,116 
781+386,870 
  435+3,537 
364+543,808 
  246+7,649 
  81+13,49  
 359+61,969 
  7+619,923 
 28+189,1063
  75+48,141 
  013+6,316 
  229+2,924 
  52+82,53  
 98+873,467 
 299+56,1057
 932+21,251 
 377+75,830 
 046+33,673 
  623+0,326 
498+209,1796
 645+01,556 
 05+823,378 
  38+41,97  
799+644,1443
  16+99,160 
 28+563,447 
  477+0,774 
 09+308,893 
 642+73,283 
  523+1,326 
  97+51,94  
 978+39,972 
396+183,1074
  44+01,54  
  905+2,511 
214+155,963 
 234+83,470 
 92+285,611 
  133+6,337 
 74+199,1038
 397+15,844 
879+927,1707
632+193,627 
  519+6,921 
717+983,1106
 88+567,853 
  6+324,429 
  233+4,336 
 797+73,834 
  273+5,377 
 223+29,414 
  3+455,557 
 551+59,250 
  1+272,273 
399+066,1653
  87+69,174 
 65+608,862 
  22+56,87  
  753+0,357 
 57+315,588 
  67+52,101 
443+476,1018
693+283,778 
 87+264,540 
  238+4,836 
  148+6,847 
 94+116,660 
 25+176,723 
549+093,1335
 967+46,833 
 76+855,625 
  52+84,73  
 394+54,538 
 29+528,917 
 352+65,309 
 05+383,433 
  71+69,113 
 84+851,206 
  628+3,829 
 33+138,864 
384+295,1075
142+121,362 
  1+326,624 
143+329,1264
  7+341,150 
 16+332,294 
 367+11,774 
959+289,1941
  2+628,828 
 339+94,982 
  74+13,78  
  1+203,303 
917+732,956 
  6+945,555 
 04+091,230 
994+728,1326
597+315,1308
 702+86,275 
  77+67,153 
 144+25,493 
  014+8,418 
854+699,1454
 527+76,792 
  3+061,163 
 703+68,393 
 229+28,1004
  417+1,715 
  098+4,894 
 38+984,572 
  2+373,375 
  907+8,717 
  22+79,119 
  58+23,117 
  031+9,139 
  633+9,345 
  4+902,213 
708+667,1573
 672+81,294 
054+364,913 
  13+29,123 
945+077,1319
 28+749,1029
 69+859,1054
537+482,1019
  205+4,506 
881+934,627 
493+666,1060
 102+44,245 
  96+27,141 
601+306,709 
172+249,1213
  0+578,875 
  2+438,836 
  235+9,541 
905+747,1256
  087+0,780 
  95+94,108 
 249+73,979 
 807+51,723 
  34+57,118 
729+425,1451
 479+98,1063
274+456,1126
  2+437,736 
348+813,1161
  3+268,865 
998+648,1745
 52+299,1017
 938+19,930 
 33+953,392 
843+556,1003
 09+705,597 
  0+125,521 
 322+55,278 
 25+164,513 
  256+1,653 
 781+79,284 
 62+498,920 
765+298,1459
  61+95,75  
869+794,1465
 58+697,881 
  781+9,196 
 79+785,684 
 034+77,507 
  4+691,200 
   18+2,83  
  0+582,285 
  48+54,129 
 746+46,711 
 02+317,733 
781+107,888 
  97+07,149 
 225+78,609 
 159+36,1014
  7+889,995 
 69+851,254 
766+162,928 
  2+043,342 
  6+247,748 
 659+63,992 
  06+86,128 
  97+37,152 
  882+5,293 
 795+88,685 
361+139,1094
  22+55,77  
 352+04,293 
  39+24,135 
  37+68,159 
  7+257,759 
 88+391,281 
 47+811,192 
  51+72,42  
 947+45,803 
  55+85,113 
 794+16,558 
  844+3,451 
  27+31,85  
 691+26,258 
  63+33,69  
 79+488,981 
 29+847,840 
 01+674,486 
 458+55,909 
   46+4,68  
 72+793,424 
 21+712,229 
 828+98,917 
582+766,952 
  581+5,190 
595+696,1291
 275+07,642 
  19+47,165 
935+059,1489
  34+37,116 
  7+789,994 
 56+451,219 
  08+14,121 
  6+638,842 
  2+657,758 
  85+59,153 
  7+621,133 
 71+835,555 
 493+95,453 
635+739,1473
  3+484,487 
  417+2,716 
  7+853,365 
 298+87,970 
 22+985,611 
503+934,744 
  7+701,114 
  188+9,890 
 81+579,993 
148+323,1164
 659+17,1027
 34+665,609 
  121+9,130 
  33+04,73  
586+865,1253
  0+554,455 
 312+78,300 
  75+16,118 
  449+6,950 
 743+01,357 
 541+27,217 
 049+12,961 
 24+924,471 
  8+301,111 
  3+409,907 
  1+184,482 
 106+85,659 
001+432,334 
  635+8,544 
572+598,1170
  57+46,139 
 644+56,511 
  27+71,89  
 06+505,565 
 55+312,268 
 655+81,574 
 02+866,688 
  221+5,127 
 822+67,304 
  57+62,101 
  021+4,124 
642+842,494 
 653+88,444 
  2+884,490 
585+466,1249
 96+268,931 
833+071,508 
  76+08,147 
 764+28,549 
  8+967,777 
  727+0,727 
 525+03,555 
  95+99,158 
 29+353,445 
  714+9,426 
  491+3,197 
 69+994,595 
 458+29,946 
 52+219,937 
  87+18,159 
 84+326,671 
  254+1,453 
  4+458,858 
441+624,570 
695+181,777 
692+282,578 
  725+0,527 
  922+8,237 
  2+455,556 
  796+0,697 
 065+17,631 
 896+65,754 
  78+87,165 
 541+89,243 
865+311,681 
 653+18,437 
  709+2,909 
  9+858,867 
  276+5,677 
 21+941,161 
 017+47,784 
  812+2,220 
  293+3,395 
  142+4,245 
 809+62,934 
  9+029,929 
  79+86,165 
688+507,1591
  6+962,275 
 487+36,847 
  05+48,134 
  23+73,69  
  8+103,309 
 893+04,438 
  4+158,855 
  51+46,79  
  4+737,741 
 13+549,976 
 08+602,286 
  1+087,781 
  01+25,62  
  329+2,925 
  629+1,927 
  05+03,80  
 883+01,398 
964+177,1240
 121+92,150 
 27+636,708 
  1+508,806 
 369+75,1020
 73+242,279 
  87+73,115 
  2+384,485 
 45+088,934 
 742+54,292 
196+918,1510
  728+9,836 
 12+668,887 
089+107,1681
 86+156,719 
  1+596,696 
 24+552,297 
 16+386,744 
291+502,397 
502+702,412 
014+526,1035
  2+903,311 
  8+492,302 
  815+9,527 
 572+92,304 
  1+776,678 
  27+17,143 
 14+013,351 
004+178,1271
 081+03,210 
461+456,818 
 52+691,221 
  69+08,176 
 23+772,309 
  3+727,730 
 713+92,346 
  6+003,306 
  7+494,501 
 55+469,1019
 91+146,660 
  1+479,975 
372+846,921 
   3+67,79  
  842+6,254 
  981+7,196 
352+697,1049
 98+116,700 
  783+6,393 
 44+007,744 
  876+5,683 
 923+63,365 
966+471,843 
955+278,1431
 652+43,290 
 87+881,266 
 57+092,365 
 765+95,626 
943+573,724 
041+283,522 
765+796,1264
  18+22,103 
 34+854,501 
  53+72,62  
  43+19,125 
493+491,588 
 82+311,141 
 09+547,835 
  76+87,145 
  39+59,188 
  59+72,122 
 36+277,835 
 81+733,355 
  325+8,531 
 056+31,663 
  78+94,136 
  75+39,150 
  265+0,562 
 59+938,934 
  6+001,106 
  6+417,720 
 74+047,787 
  82+94,77  
921+217,841 
779+603,1283
  4+644,450 
  56+94,114 
642+099,1236
  465+1,565 
737+055,1287
322+765,790 
  5+863,373 
281+498,1076
 882+79,385 
563+655,921 
 77+242,319 
  193+2,393 
  699+8,1004
 13+654,487 
  36+86,131 
  098+1,891 
 64+618,862 
 17+748,918 
 37+302,276 
  481+5,189 
694+864,964 
  6+237,738 
  284+5,487 
226+154,1073
  6+246,648 
 02+027,740 
 622+92,255 
  78+81,105 
 248+29,934 
 34+824,471 
  327+8,731 
  96+03,99  
  165+8,569 
 777+26,839 
  7+652,263 
 762+91,286 
 42+118,835 
  651+1,157 
  39+43,127 
343+123,664 
  073+4,374 
  3+718,820 
  34+07,113 
 26+117,773 
  1+634,437 
015+347,1253
 42+332,257 
 931+01,149 
 63+998,935 
 53+581,220 
 99+818,917 
 05+061,210 
 736+17,708 
  928+1,830 
 03+301,133 
  59+44,139 
  61+42,40  
 65+625,582 
515+847,1263
  95+68,145 
636+317,1349
 996+05,749 
 44+894,542 
  241+7,149 
  3+373,376 
  0+653,356 
  676+4,680 
 22+877,800 
175+815,1089
  22+45,76  
  2+772,279 
191+399,1184
 21+077,782 
 79+076,767 
  52+33,58  
  0+624,426 
 35+295,645 
  856+5,663 
 246+61,658 
 46+656,720 
  9+921,138 
961+675,745 
 97+924,508 
 78+471,261 
  513+3,318 
  349+4,947 
 859+36,1021
 92+524,454 
 53+513,350 
 039+84,978 
 033+61,346 
  3+104,404 
 273+67,448 
  96+91,88  
272+017,982 
 05+829,978 
 644+15,497 
 906+65,665 
 202+85,260 
 23+073,402 
  388+9,892 
 38+565,648 
  3+779,980 
  38+81,101 
113+008,1111
  9+779,986 
 48+616,700 
  656+5,661 
 057+93,789 
  458+7,861 
  85+13,89  
  13+69,127 
  79+53,132 
568+898,1763
  343+6,349 
855+733,895 
 28+631,218 
  82+54,73  
 756+75,714 
 48+898,982 
 02+408,824 
  43+72,61  
  361+1,164 
  71+72,44  
803+819,1226
  14+66,107 
  544+6,451 
  11+87,89  
  65+63,92  
  17+39,164 
 03+141,171 
  0+616,616 
672+325,799 
  838+3,841 
 946+81,667 
 196+34,734 
 61+242,258 
  086+9,689 
  89+09,188 
  6+105,507 
  82+68,114 
  691+3,199 
  2+216,614 
 674+35,529 
 35+576,728 
 328+29,915 
  118+8,819 
  1+072,271 
 585+81,603 
 484+54,529 
 72+238,859 
 48+119,995 
 64+504,451 
  65+88,144 
091+784,677 
  705+2,509 
868+608,1674
  22+05,72  
 73+628,863 
  08+02,100 
  312+3,216 
  022+1,221 
639+375,1509
  343+2,345 
 622+07,296 
 636+46,700 
 02+826,648 
  335+8,541 
007+056,1350
  05+98,139 
024+128,1241
908+928,1638
 064+37,533 
 526+63,661 
 023+75,377 
 06+315,573 
 82+124,449 
  604+3,409 
365+705,1070
 648+59,941 
 76+147,808 
 634+14,477 
  0+475,574 
  767+8,775 
 444+43,478 
  56+14,106 
 538+86,903 
 877+32,801 
  64+58,131 
  9+058,859 
  2+093,392 
  311+5,118 
  004+2,402 
844+663,814 
402+476,878 
256+295,1244
 989+19,1080
  3+436,637 
 432+81,252 
 347+58,828 
  49+08,174 
939+299,1931
  421+5,129 
  41+07,84  
 205+15,553 
  665+0,566 
 326+51,638 
 84+492,342 
  9+948,858 
 338+47,907 
629+148,1767
 71+693,413 
 99+459,1053
 18+452,335 
 267+28,844 
 26+452,316 
 717+28,799 
 591+56,260 
 421+42,148 
  83+69,134 
 359+82,981 
831+855,696 
  2+337,735 
 87+518,893 
 48+496,778 
  5+411,119 
  93+03,69  
324+335,956 
929+261,1091
 411+47,188 
  0+675,576 
126+335,1154
  9+319,922 
  2+519,917 
757+754,1214
  0+151,151 
 624+54,471 
  427+5,729 
 876+84,726 
  9+166,670 
  57+64,121 
 46+259,1016
 74+604,453 
  0+832,238 
  1+867,769 
 404+69,500 
575+904,984 
022+532,455 
  4+209,906 
  585+2,587 
 76+737,804 
739+591,1132
  766+0,667 
528+274,1297
  9+053,359 
 28+902,291 
 68+571,261 
  17+16,132 
  245+7,549 
773+175,948 
127+826,1349
534+986,1124
  83+04,78  
  6+227,728 
814+987,1207
  7+589,992 
095+386,1273
 335+82,561 
 97+651,235 
  691+1,197 
  3+055,553 
  287+2,784 
  97+96,148 
 862+94,317 
 405+85,562 
  641+1,147 
 23+931,171 
 281+64,228 
  934+8,447 
  5+298,897 
 781+78,274 
 61+577,791 
504+742,652 
  3+367,766 
 44+559,999 
 49+308,897 
  073+9,379 
  5+697,801 
 72+924,456 
  96+21,81  
 86+588,953 
 11+725,538 
 285+83,620 
 339+31,946 
 641+74,193 
 44+349,987 
 28+744,529 
  36+84,111 
  0+206,602 
 38+382,366 
  98+91,108 
 773+15,428 
 984+04,529 
 53+555,590 
 93+085,619 
  044+8,448 
 948+32,872 
  5+688,891 
 618+55,871 
  348+5,848 
 235+06,592 
681+414,600 
  95+35,112 
  01+37,83  
369+186,1644
 568+83,903 
  4+557,759 
 749+54,992 
 17+205,573 
 608+83,844 
  1+632,237 
 151+82,179 
 43+101,135 
 172+65,327 
  3+287,785 
 041+16,201 
122+504,626 
 615+56,581 
 343+35,396 
 026+84,668 
677+058,1626
 68+614,502 
  953+2,361 
512+644,661 
  91+28,101 
  081+9,189 
  064+7,467 
  4+973,383 
 577+85,833 
 84+143,389 
519+235,1447
 831+66,204 
 67+129,997 
  97+18,160 
  03+41,44  
 897+54,843 
  32+85,81  
 21+942,261 
  897+4,802 
 21+053,362 
 09+699,1086
 416+03,644 
283+545,927 
  962+1,270 
439+891,1132
  92+77,106 
  7+109,908 
222+217,934 
696+076,1366
  8+263,370 
311+771,290 
528+558,1680
 095+79,687 
  28+06,142 
 38+338,916 
 556+46,719 
 121+14,162 
 78+622,313 
 62+452,280 
  394+5,498 
  1+445,545 
 21+982,301 
 065+53,595 
  2+726,629 
 308+72,830 
 623+88,414 
  935+2,541 
 802+15,259 
  04+55,95  
 518+39,908 
  8+166,669 
  911+7,126 
  572+4,279 
  12+76,88  
 94+896,747 
  8+906,617 
  038+5,835 
902+028,1029
 75+129,978 
  127+8,729 
548+609,1751
  686+0,686 
  826+9,637 
  1+379,974 
 75+114,468 
014+187,1191
 332+51,248 
 613+37,389 
  1+284,483 
  001+3,103 
  745+8,555 
 63+535,571 
  08+61,96  
978+865,1447
 856+47,732 
 55+788,942 
  735+8,545 
 701+97,186 
 125+91,540 
  92+05,79  
512+059,1165
 02+928,849 
 691+44,240 
  09+12,111 
 05+509,955 
  872+4,282 
  67+64,122 
 02+651,176 
  599+2,997 
 38+006,683 
  7+367,770 
  345+3,546 
 562+33,298 
 51+544,460 
039+027,1650
 44+074,514 
 505+23,537 
  8+662,274 
  3+806,611 
 19+433,425 
 035+63,566 
 75+908,866 
 84+374,521 
 002+16,261 
  25+06,112 
 44+389,1027
449+467,1708
209+051,1052
  132+8,239 
  6+626,632 
 28+141,223 
  6+186,687 
  59+35,148 
326+479,1597
 58+889,1073
679+686,1662
265+703,869 
  7+687,793 
  836+7,645 
  402+5,209 
 868+22,890 
  5+836,643 
 69+647,842 
539+918,1754
  834+0,438 
233+786,1019
  5+903,314 
  992+6,305 
  4+076,674 
 767+13,798 
 336+14,674 
  366+5,668 
  5+517,720 
  458+0,854 
  03+29,122 
 83+917,757 
  877+5,783 
  341+4,147 
906+944,1058
 77+845,625 
  537+7,742 
  3+482,287 
  38+96,152 
  597+4,799 
  4+109,905 
057+377,1523
 06+884,548 
  7+624,433 
  0+099,990 
 385+84,631 
  0+193,391 
 52+215,537 
 92+796,726 
501+259,1057
 787+35,840 
 012+74,257 
 405+08,584 
  47+71,91  
  8+007,708 
  8+869,976 
  425+4,528 
  17+32,94  
 91+449,963 
 339+37,1006
 83+729,965 
 585+21,597 
  9+337,742 
  208+0,802 
 17+901,180 
633+132,567 
  49+02,114 
  3+827,731 
 675+05,626 
  9+642,255 
  0+367,763 
 24+842,290 
256+115,1163
 96+932,308 
  4+815,522 
  5+301,108 
143+683,727 
  718+7,824 
  0+215,512 
  9+645,555 
 59+466,759 
  0+591,195 
  195+7,598 
  686+1,687 
  43+86,102 
 78+543,432 
  796+9,706 
 678+88,964 
  3+341,146 
  842+0,248 
476+681,860 
  608+3,809 
 282+69,378 
  66+33,99  
  8+966,677 
662+311,379 
  969+9,978 
 73+478,911 
906+454,1063
  8+513,323 
  25+51,67  
054+521,575 
094+431,624 
  29+51,107 
 851+12,179 
  328+9,832 
 408+07,874 
 146+67,717 
  952+6,265 
065+809,1468
071+873,548 
 79+576,772 
  644+7,453 
  37+21,85  
087+322,1003
  2+571,177 
  56+46,129 
 137+55,786 
  02+94,69  
702+592,502 
  4+621,130 
  37+39,166 
 08+789,1067
  73+65,93  
  7+534,442 
021+987,909 
  132+4,235 
293+764,859 
 508+24,847 
  7+021,127 
  5+558,860 
  25+19,143 
 308+65,859 
  5+189,986 
  5+167,766 
  723+6,333 
  3+374,476 
  2+305,505 
  74+01,57  
 689+49,1080
137+493,1125
 44+719,961 
 843+61,364 
 38+257,835 
 396+07,763 
 312+84,261 
  36+93,102 
  523+0,325 
  36+35,116 
  11+91,30  
212+097,1002
 496+17,765 
  27+33,105 
 16+613,377 
  2+971,181 
  336+5,638 
  698+9,905 
  92+33,62  
  8+298,900 
 511+71,132 
  19+54,136 
  75+97,136 
 402+39,297 
  12+59,116 
 791+52,222 
 274+56,537 
 495+15,645 
797+501,902 
 92+302,232 
 27+231,204 
  6+883,394 
882+548,1133
 75+131,188 
 944+49,543 
756+041,797 
 69+437,830 
  78+27,159 
  65+08,136 
  61+56,81  
321+585,708 
  4+544,449 
 512+26,277 
288+451,1036
  678+3,879 
  742+8,255 
  78+45,141 
 829+13,959 
795+589,1582
  78+59,182 
504+615,921 
  956+7,666 
  778+6,883 
586+572,960 
  9+709,916 
 073+63,406 
  642+7,253 
  9+176,680 
145+021,661 
  59+84,143 
 683+69,482 
 21+463,376 
322+113,534 
 74+891,245 
 89+229,1020
  602+2,208 
 459+38,1037
  929+6,935 
952+832,497 
   8+49,102 
 56+484,549 
  412+4,218 
328+953,1182
598+108,1696
  78+47,161 
  8+158,859 
 49+628,920 
  63+82,64  
  86+51,83  
  125+3,524 
  24+24,84  
091+407,894 
  9+132,240 
 491+19,285 
 36+337,796 
  1+872,279 
  4+248,846 
723+896,1025
  272+8,280 
 05+895,648 
 41+629,940 
 74+512,262 
 62+187,807 
 402+37,277 
 227+44,766 
  501+7,112 
  135+8,539 
125+591,716 
  97+95,138 
784+946,1136
 33+281,215 
 64+169,1007
   76+0,67  
755+688,1443
 69+418,910 
 12+281,203 
  15+84,99  
  13+13,62  
  5+768,872 
  84+65,104 
  54+89,143 
  48+94,133 
728+411,941 
 66+986,755 
 339+29,1025
  894+7,505 
 406+06,664 
 207+39,795 
 53+706,642 
698+597,1691
  389+8,991 
  878+2,880 
  51+51,30  
  3+896,701 
  461+8,172 
 38+801,191 
  83+82,66  
 507+13,736 
 538+63,871 
223+722,549 
  612+9,225 
  964+8,477 
442+693,640 
551+047,895 
 268+61,878 
967+981,958 
679+577,1751
  11+09,101 
  9+318,822 
  3+037,733 
978+942,1128
 34+635,579 
  3+512,218 
  442+8,252 
  376+6,679 
 28+971,261 
 317+49,807 
 217+96,781 
 402+08,284 
  9+256,661 
 82+037,758 
  11+14,52  
  935+0,539 
 93+842,287 
688+601,992 
 45+929,983 
  208+1,803 
 016+11,621 
 957+11,770 
  577+7,782 
  5+665,571 
 566+24,707 
  09+58,175 
 51+143,356 
 369+93,1002
 03+392,323 
  0+307,703 
  1+124,422 
 764+12,488 
 011+36,173 
  06+95,119 
  249+9,951 
  12+29,113 
  416+1,615 
  87+03,108 
 832+23,270 
  01+07,80  
  14+93,80  
 89+827,826 
  446+0,644 
  2+643,348 
679+371,1149
 54+019,955 
113+173,682 
 92+605,535 
  7+649,953 
 261+31,175 
 697+65,852 
  333+3,336 
 96+104,470 
 413+07,384 
  059+6,956 
219+001,1012
  79+23,129 
006+445,1144
 43+389,1017
  62+24,68  
  783+1,388 
147+194,1232
  1+233,333 
 67+293,468 
  8+721,135 
  29+11,103 
 07+664,536 
 07+296,762 
616+027,1336
  19+23,123 
  18+92,110 
 399+64,1039
  7+964,476 
 777+14,818 
 174+03,501 
 682+62,312 
  451+4,158 
  59+15,146 
  3+344,446 
 586+26,747 
 429+19,1015
  78+18,168 
 625+44,570 
  46+19,155 
  842+9,257 
 29+703,399 
 04+628,866 
